"word/document","C:\proj\teian\koito\tagmaker_0.1\data\sample\src\dbms01.txt","C:\proj\teian\koito\tagmaker_0.1\data\sample\src\dbms02.txt","C:\proj\teian\koito\tagmaker_0.1\data\sample\src\dbms03.txt","C:\proj\teian\koito\tagmaker_0.1\data\sample\src\dbms04.txt","C:\proj\teian\koito\tagmaker_0.1\data\sample\src\dbms05.txt","C:\proj\teian\koito\tagmaker_0.1\data\sample\src\dbms06.txt","C:\proj\teian\koito\tagmaker_0.1\data\sample\src\dbms07.txt","C:\proj\teian\koito\tagmaker_0.1\data\sample\src\dbms08.txt","C:\proj\teian\koito\tagmaker_0.1\data\sample\src\dbms09.txt","C:\proj\teian\koito\tagmaker_0.1\data\sample\src\dbms10.txt","C:\proj\teian\koito\tagmaker_0.1\data\sample\src\dbms11.txt"
"な",0.006373387222135862,0.004893964110929853,0.0035576638007708272,0.0018975332068311196,0.006481864570404082,0.00538998097653773,0.0016150740242261105,0.004626951995373048,0.0036490801277178045,0.004735433395099856,0.011630321910695742
"です",0.005751593346805534,0.005546492659053833,0.004447079750963534,0.009250474383301708,0.0038615363398151977,0.00538998097653773,0.006729475100942127,0.003277424330055909,0.004865440170290406,0.0035001029442042414,0.003946002076843198
"ため",0.005596144877972952,0.004241435562805873,0.005929439667951379,0.003320683111954459,0.003723624327678941,0.0022194039315155357,0.005383580080753701,0.005976479660690187,0.004561350159647256,0.005764875437512868,0.006438213914849429
"れ",0.00466345406497746,0.005872756933115824,8.894159501927068E-4,2.3719165085388995E-4,0.0027582402427251415,0.009194673430564362,0.0059219380888290716,0.004434162328899171,0.005473620191576707,0.009676755198682314,0.007268951194184839
"場合",0.002487175501321312,0.005546492659053833,0.004595315742662319,0.006641366223908918,0.00565439249758654,0.0034876347495244133,0.004037685060565276,0.002699055330634278,0.006385890223506158,0.007823759522338892,0.0016614745586708203
"ある",0.001399036219493238,0.004241435562805873,0.009042395493625852,0.008064516129032258,0.00703351261894911,0.0034876347495244133,0.003230148048452221,0.002699055330634278,0.0028888551011099287,0.0024706609017912293,0.003738317757009346
"い",0.004818902533810042,0.0032626427406199023,0.0028164838422769047,0.003320683111954459,0.0033098882912701694,0.004121750158528852,0.004306864064602961,0.005012531328320802,0.003040900106431504,0.004941321803582459,0.006438213914849429
"や",0.007306078035131354,0.0052202283849918435,7.411799584939224E-4,0.0011859582542694497,0.006343952558267825,0.0034876347495244133,0.004576043068640646,0.002891844997108155,3.040900106431504E-4,0.002882437718756434,0.009345794392523364
"キー",2.184773990530335E-4,0.040352668683040285,0.02166741346623912,0.0,5.81491563139497E-4,0.0,3.7832169801027305E-4,0.004335346390925512,0.0,0.0,2.9189306502765616E-4
"データベース",0.017911270940603255,0.007447712534023564,3.22268418911838E-4,5.156600460102607E-4,0.0011992954097251466,3.4464533195612863E-4,0.0,0.0014669519257619833,3.3054930119800206E-4,0.009847333866078589,0.004515104369635014
"あり",0.004352557127312296,0.004893964110929853,0.004150607767565965,0.004269449715370019,0.0026203282305888843,0.0019023462270133164,0.0024226110363391655,0.002313475997686524,0.004865440170290406,0.0041177681696520484,0.004569055036344756
"番号",0.0012010092390347714,0.013864113667506938,0.022523937822311022,0.00641397616733572,0.0028413892096577705,0.0,6.932339555595051E-4,2.4825179727236955E-4,0.0011747137653505678,0.0,0.0
"1",0.0018587167957229795,7.093059556212918E-4,0.004672892074221651,0.005672260506112869,0.007045860532135235,6.892906639122573E-4,0.002926006398357011,0.0012573873649388428,0.009585929734742059,0.002461833466519647,0.0
"性",0.001351794033253076,0.0031918768002958133,0.016919091992871498,2.5783002300513037E-4,0.0010493834835095031,3.4464533195612863E-4,0.0,0.002305210169054545,0.006280436722762039,6.714091272326311E-4,0.0033863282772262607
"化",0.007941789945361821,0.0010639589334319377,0.008862381520075546,0.0,0.0049470935651162295,6.892906639122573E-4,8.778019195071035E-4,8.382582432925619E-4,0.0024791197589850156,2.2380304241087701E-4,0.007449922209897774
"から",0.003575314783149386,0.0035889070146818925,0.002520011858879336,0.004981024667931689,0.0035857123155426836,0.0019023462270133164,0.0029609690444145358,0.00192789666473877,0.004713395164968831,0.003911879761169446,0.0035306334371754933
"的",0.00466345406497746,0.0016313213703099511,0.004298843759264749,7.115749525616698E-4,0.007447248655357882,0.0012682308180088776,0.0013458950201884253,9.63948332369385E-4,0.0034970351223962293,0.0022647724933086266,0.003738317757009346
"この",0.002798072438986476,0.0032626427406199023,0.0056329676845538095,0.0018975332068311196,0.0028961522548613984,0.0015852885225110971,0.0016150740242261105,0.002891844997108155,0.005321575186255131,0.004323656578134651,0.0016614745586708203
"ない",0.001709933157158402,0.0016313213703099511,0.006818855618144086,0.004032258064516129,0.004275272376223969,0.0019023462270133164,0.0034993270524899056,0.002891844997108155,0.003040900106431504,0.001441218859378217,0.0012461059190031153
"使用",0.00233172703248873,0.001957585644371941,5.929439667951378E-4,0.0014231499051233396,0.0019307681699075989,0.007609384908053266,0.010228802153432033,0.005590900327742433,9.122700319294511E-4,0.0035001029442042414,0.003738317757009346
"処理",0.0011027404540282493,0.0,8.76313042391013E-4,0.0,6.52225379558105E-4,7.497283175611634E-4,0.004137329808431066,0.0013676362715950893,0.010246666981489344,0.01168446257486305,0.007857588747124932
"正規",5.263942734524935E-4,0.0011048268714909922,0.040659626927173315,0.0,0.0014010320070831157,0.0,0.0,0.0,0.0,0.0,3.516401205731974E-4
"実行",0.0,0.0,0.0,0.0048868389846367394,5.327604768108319E-4,0.008573659962424665,0.013171445155630599,0.0057097913372645,0.010572423888155111,0.004241901000458821,2.6743137537939374E-4
"演算",0.0,0.0,0.0,0.059609300475669494,0.0,0.013081899880084272,0.005553204875072113,0.0010847129770699246,0.0,0.0,0.0
"行",0.0,0.005014740697657883,7.010504339128104E-4,0.020471886538415248,0.0029350142080114723,0.0022491849526834902,0.005410354364871394,0.0011396968929959076,0.001617894786550949,0.005111952376502583,0.0
"属性",0.0,0.016966462969005572,0.013125452388202544,0.011667760622340073,0.0042642714630229785,0.0,3.7832169801027305E-4,8.128774482985334E-4,0.0,0.0,0.0011675722601106246
"でき",0.001709933157158402,0.0016313213703099511,0.0026682478505781204,0.0011859582542694497,0.0030340642669976557,0.004755865567533291,0.004037685060565276,0.007133217659533449,0.0018245400638589023,0.0010294420424130121,0.0024922118380062306
"結合",0.0,0.0,7.529560542069132E-4,0.030120028117171703,0.0,0.0010736507169054822,0.03190317702266384,0.0013056851209253483,0.0,0.0,0.0
"など",0.005285247940307788,0.0035889070146818925,0.0011858879335902757,9.487666034155598E-4,0.004275272376223969,0.0022194039315155357,0.0026917900403768506,0.00192789666473877,3.040900106431504E-4,0.0020588840848260242,0.0053997923156801665
"か",7.7724234416291E-4,0.0035889070146818925,0.003409427809072043,0.0026091081593927895,0.004826920424768997,0.0025364616360177552,0.0016150740242261105,0.002120686331212647,0.0034970351223962293,0.0030883261272390363,8.307372793354102E-4
"なり",0.001243587750660656,0.0022838499184339315,0.0028164838422769047,0.004032258064516129,0.0019307681699075989,0.0031705770450221942,2.6917900403768504E-4,0.002313475997686524,0.005625665196898282,0.0032942145357216387,0.002284527518172378
"更新",0.0011027404540282493,3.8574928443522175E-4,0.0019278886932602285,0.0,4.891690346685787E-4,0.0,0.0019095368346604923,0.0031911513003885414,0.0043143860974691976,0.020934662113296296,2.455496483476541E-4
",",0.0,0.010923241071369104,0.011261968911155511,0.0012217097461591849,7.103473024144426E-4,4.082695220202222E-4,0.0,7.447553918171085E-4,0.0097892813779214,0.0010604752501147052,0.0
"トランザクション",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03573735385902818,0.015986957933028633,8.71697731534002E-4
"として",0.002642623970153894,0.0026101141924959217,4.447079750963534E-4,0.006404174573055028,0.0038615363398151977,0.0028535193405199747,0.0018842530282637954,0.001156737998843262,0.002280675079823628,0.0016471072678608193,0.004153686396677051
"いる",0.001709933157158402,0.002936378466557912,0.0026682478505781204,9.487666034155598E-4,0.0024824162184526274,6.341154090044388E-4,0.0018842530282637954,0.004434162328899171,0.003192945111753079,0.004529544986617253,0.002284527518172378
"よう",0.002953520907819058,0.0022838499184339315,0.0014823599169878447,7.115749525616698E-4,0.0027582402427251415,0.0034876347495244133,0.0024226110363391655,0.003084634663582032,0.0028888551011099287,0.0030883261272390363,0.0029075804776739354
"2",1.55448468832582E-4,9.787928221859706E-4,0.0056329676845538095,0.0018975332068311196,0.0012412081092263137,3.170577045022194E-4,0.0010767160161507402,7.71158665895508E-4,0.009578835335259236,0.0016471072678608193,6.230529595015577E-4
"作成",0.006984022875512246,0.006171988550963548,1.752626084782026E-4,0.0,0.007337535520028681,3.748641587805817E-4,6.36512278220164E-4,0.007977878250971354,0.0,4.868526072859603E-4,4.910992966953082E-4
"結果",6.75897016626538E-4,0.0,4.8340262836775704E-4,0.017274611541343736,1.4991192621564332E-4,0.006203615975210315,0.007022415356056828,0.0010478228041157023,0.002148570457787013,2.2380304241087701E-4,0.0011287760924087536
"列",0.0,4.2012465659111933E-4,0.0,0.0048868389846367394,1.7758682560361065E-4,0.021638284667071774,0.005199254666696289,0.011916086269073737,0.0,5.302376250573526E-4,2.6743137537939374E-4
"システム",0.017041237126136612,0.0013756591596491006,2.0834051409845305E-4,0.0,0.0038766104209299805,0.0,0.0,0.0,6.410818495247823E-4,0.004340534614293281,0.004378395975414842
"ロック",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056879393169615225,0.0,0.0
"文",7.177039487327935E-4,0.0,2.281346725070689E-4,0.0,0.0,0.009271063257425825,0.015327825175534162,0.0160219415923588,0.0042119411605881655,0.0,0.0
"関数",0.0,6.118984461187275E-4,0.028357220754535693,0.0,0.0,0.011298004441890963,0.0,0.0,0.0,0.0,0.0011685163472609967
"もの",0.001709933157158402,0.0032626427406199023,0.0011858879335902757,0.0016603415559772296,0.0011032960970900566,0.0031705770450221942,0.0016150740242261105,0.003663003663003663,0.003344990117074654,0.0016471072678608193,0.0029075804776739354
"従属",0.0,7.785625974290019E-4,0.04315563475491056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"データモデル",0.010264688332323624,0.017677229943855875,0.0,0.0012048011246868682,0.010741245387637221,0.0,0.0,0.0,0.0,0.0,7.032802411463948E-4
"句",0.0,0.0,0.0,0.0,0.0,0.060527440992261025,0.025693613578679848,0.0,0.0,0.0,0.0
"値",0.0,0.005400489982093104,0.0015773634763038235,0.004486988830337589,8.152817244476312E-4,0.009746468128295124,0.002864305251990738,0.006838181357975446,0.0,4.868526072859603E-4,9.821985933906165E-4
"顧客",9.569385983103914E-4,0.0025105978804774664,0.008440982882761551,0.009125928016678646,0.008277598059381434,0.0,0.0,0.0,0.0,0.0,0.001598127207406736
"ませ",0.001243587750660656,0.0022838499184339315,0.004447079750963534,0.0023719165085388993,9.653840849537994E-4,0.0022194039315155357,0.0013458950201884253,0.001349527665317139,0.003040900106431504,0.0020588840848260242,4.153686396677051E-4
"ん",0.001243587750660656,0.0022838499184339315,0.004447079750963534,0.0023719165085388993,9.653840849537994E-4,0.0022194039315155357,0.0013458950201884253,0.001349527665317139,0.003040900106431504,0.0020588840848260242,4.153686396677051E-4
"注文",0.0011661549742601584,0.0,0.01445662234544957,0.01334536577813496,0.006983541016212288,0.0,0.0,0.0,0.0,0.0,0.0
"第",0.001457693717825198,6.118984461187275E-4,0.029469268627262585,0.0,0.0,0.0,0.0,0.0,2.851556541514216E-4,0.0,0.0
"形",2.6319713672624676E-4,0.0,0.026855432600046567,0.0,2.3350533451385263E-4,5.368253584527411E-4,4.557596717523406E-4,0.0,0.0,0.0,0.0
"DBMS",2.0016820650579524E-4,0.0,0.0,0.0,1.7758682560361065E-4,4.082695220202222E-4,0.001733084888898763,0.003723776959085543,0.005286211944077556,0.012990821813905139,5.348627507587875E-4
"という",9.32690812995492E-4,0.001957585644371941,0.002223539875481767,4.743833017077799E-4,0.0031719762791339126,0.0012682308180088776,5.383580080753701E-4,0.001349527665317139,0.002128630074502053,0.0022647724933086266,0.001869158878504673
"に対して",3.10896937665164E-4,6.525285481239804E-4,0.0011858879335902757,0.0056925996204933585,0.0013791201213625708,0.003804692454026633,0.0013458950201884253,0.004241372662425294,0.0013684050478941767,8.235536339304097E-4,2.0768431983385254E-4
"商品",0.0010923869952651675,0.0,0.00812528004983967,0.0020001875352582982,0.005233424068255474,0.0017824541637389529,0.0041615386781130035,0.0,0.0,0.0,0.002043251455193593
"T",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02938875524566081,0.00687834487454776,0.0
"関係",0.002703588066506152,0.007447712534023564,0.0011279394661914332,0.005414430483107738,0.00269841467188158,6.892906639122573E-4,0.0011704025593428044,0.0,4.95823951797003E-4,2.2380304241087701E-4,2.257552184817507E-4
"SQL",0.0,0.0,0.0,0.0,0.0,0.008295161861907317,0.020299011718950648,0.001780215732484311,0.0030419575048692303,3.168615401961472E-4,0.001598127207406736
"指定",0.0,7.714985688704435E-4,0.0010515756508692156,0.0033652416227531916,1.6305634488952625E-4,0.011620788922198033,0.004455585947541148,0.004102908814785268,0.0010785965243672994,2.4342630364298015E-4,0.0
"分析",0.005502396940284751,0.00451907618485944,2.281346725070689E-4,0.0,0.0050939064980808834,0.0,0.0,0.0,0.0,3.168615401961472E-4,0.010228014127403111
"必要",0.002020830094823566,6.525285481239804E-4,7.411799584939224E-4,9.487666034155598E-4,8.274720728175424E-4,0.0019023462270133164,0.0021534320323014803,0.003084634663582032,0.001672495058537327,0.0018529956763434219,0.0020768431983385254
"また",0.0020276910498796138,0.0010639589334319377,8.056710472795952E-4,0.0,0.0014991192621564332,0.003791098651517415,0.0014630031991785055,0.002724339290700826,0.0018180211565890112,0.002461833466519647,0.0018060417478540057
"対象",0.002176278563656148,0.0022838499184339315,1.4823599169878446E-4,0.003557874762808349,0.002068680182043856,0.0025364616360177552,0.0010767160161507402,0.001542317331791016,9.122700319294511E-4,8.235536339304097E-4,0.0012461059190031153
"ブロック",0.0,0.0,0.0,0.005782991837191817,0.0,0.0,0.0,0.003254138931209774,0.0011406226166056864,0.02316823640956022,0.0
"口座",0.0,0.0,0.0,0.0,0.020404116727269786,0.0,0.0,0.0,0.00798213105437701,0.0,0.0
"図",0.005539236127735753,0.006730882907306003,0.001668071809090335,0.0,0.012415184028821843,0.0,0.0,0.0,0.0,0.0,0.0
"概念",0.007005887227702834,0.005881745192275671,0.0,3.054274365397962E-4,0.004262083814486655,0.0,3.4661697777975257E-4,0.0,5.873568826752839E-4,2.651188125286763E-4,0.0013371568768969686
"非",0.005790337007977429,0.0,0.012298282218712916,0.0,0.0011675266725692632,5.368253584527411E-4,0.0,0.0022849489616193594,0.0,0.0,0.0
"へ",5.069227624699034E-4,7.093059556212918E-4,0.0020947447229269474,0.0010313200920205215,0.0011992954097251466,0.0,0.0014630031991785055,0.00461042033810909,9.91647903594006E-4,0.0020142273816978933,0.0020317969663357564
"エンティティ",9.786782008400947E-4,6.847022148998728E-4,0.0,0.0,0.022285635943655287,0.0,0.0,0.0,0.0,0.0,0.0
"構造",0.006772799370644038,0.0,0.0014583835986891715,0.0036670104813068807,0.0042642714630229785,0.0,0.0,0.001083836597731378,0.0,5.787379485724375E-4,0.0011675722601106246
"なる",9.32690812995492E-4,0.001957585644371941,0.0011858879335902757,0.0011859582542694497,0.0030340642669976557,0.0019023462270133164,0.0024226110363391655,3.85579332947754E-4,0.001672495058537327,8.235536339304097E-4,2.0768431983385254E-4
"存在",9.189503783568745E-4,0.0011572478533056652,0.005257878254346078,0.0033652416227531916,0.003587239587569577,0.0,9.547684173302461E-4,4.558787571983631E-4,3.5953217478909983E-4,2.4342630364298015E-4,0.0
"例",4.66345406497746E-4,9.787928221859706E-4,0.0013341239252890602,2.3719165085388995E-4,8.274720728175424E-4,0.004438807863031071,0.005652759084791386,0.003084634663582032,4.5613501596472556E-4,2.0588840848260242E-4,4.153686396677051E-4
"設計",0.005502396940284751,0.005021195760954933,0.0015969427075494826,0.0,0.006791875330774511,0.0,0.0,0.0,0.0,0.0019011692411768832,3.196254414813472E-4
"制約",4.784692991551957E-4,0.0020084783043819734,0.0,0.0,2.1224610408670348E-4,0.0,0.0,0.01987907567940814,4.67993462287574E-4,6.337230803922944E-4,0.0
"比較",0.0,0.0010042391521909867,2.281346725070689E-4,0.01679170755068871,0.0,0.01122286604846284,0.0020713277264235355,0.0,2.33996731143787E-4,0.0,0.0
"主",6.75897016626538E-4,0.00780236551183421,0.001289073675647352,2.5783002300513037E-4,2.9982385243128664E-4,0.0013785813278245145,0.0032186070381927125,0.0033530329731702477,0.0,4.4760608482175403E-4,0.001580286529372255
"定義",0.004594751891784372,0.001542997137740887,0.0019278886932602285,0.0,0.0011413944142266836,0.0014994566351223268,3.18256139110082E-4,0.0031911513003885414,0.0,0.0017039841255008612,9.821985933906165E-4
"情報",0.006579928418156169,0.0,0.0027608388654253484,0.0,0.0,0.0,0.0018230386870093623,0.0,0.0,0.004183192539987512,0.008791003014329935
"3",9.189503783568745E-4,0.0019287464221761088,0.005958928688258889,2.8043680189609934E-4,0.0,0.0,3.18256139110082E-4,0.0011396968929959076,0.0023369591361291483,0.0017039841255008612,0.0012277482417382708
"示し",0.0010923869952651675,0.0,0.0,0.0,3.8766104209299806E-4,0.004010521868412644,0.009079720752246554,0.007315897034686801,6.410818495247823E-4,0.0,0.001751358390165937
"条件",4.784692991551957E-4,0.0,0.0013688080350424134,0.01314133634401725,0.0,0.0048795069775925395,0.0057997176339859,0.0020769183545650293,0.0,0.0,0.0
"すべて",6.75897016626538E-4,0.002837223822485167,0.002900415770206542,0.004125280368082086,8.994715572938598E-4,3.4464533195612863E-4,8.778019195071035E-4,0.0010478228041157023,0.0011569225541930071,0.0013428182544652622,0.0
"可能",0.001088139281828074,0.002936378466557912,0.0019270678920841982,7.115749525616698E-4,0.0015170321334988279,9.511731135066582E-4,5.383580080753701E-4,5.78368999421631E-4,0.0018245400638589023,0.0012353304508956147,0.0010384215991692627
"により",6.21793875330328E-4,6.525285481239804E-4,0.0013341239252890602,2.3719165085388995E-4,8.274720728175424E-4,0.0025364616360177552,0.0013458950201884253,0.001735106998264893,0.001672495058537327,0.0018529956763434219,0.001869158878504673
"SELECT",0.0,0.0,0.0,0.0,0.0,0.02497453613470634,0.007572552102371063,0.004338851908279698,8.554669624542648E-4,0.0,0.0
"タイプ",0.0,0.0,0.0,0.0,0.02733621877192,0.0,0.0,0.0,0.0,0.0,0.0
"ログ",3.262260669466983E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028517276312969995,0.001743395463068004
"中",9.32690812995492E-4,0.0016313213703099511,8.894159501927068E-4,0.0023719165085388993,0.0015170321334988279,6.341154090044388E-4,8.075370121130552E-4,9.63948332369385E-4,0.0010643150372510264,0.0016471072678608193,0.0016614745586708203
"候補",2.6319713672624676E-4,0.007181374664691449,0.011796311515908306,0.0012048011246868682,0.0016345373415969683,0.0,0.0,0.0,0.0,0.0,0.0
"索引",3.262260669466983E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.02346626426503767,0.0,0.005184959329630908,0.0
"上",0.001351794033253076,0.0014186119112425835,3.22268418911838E-4,0.0,0.002398590819450293,3.4464533195612863E-4,2.926006398357011E-4,2.0956456082314048E-4,4.95823951797003E-4,0.006490288229915433,9.030208739270029E-4
"操作",0.0,0.0,3.505252169564052E-4,0.0016826208113765958,8.152817244476312E-4,0.0018743207939029085,0.002546049112880656,0.0027352725431901786,0.003775087835285548,0.0012171315182149009,0.0012277482417382708
"複数",7.7724234416291E-4,9.787928221859706E-4,5.929439667951378E-4,7.115749525616698E-4,0.0015170321334988279,9.511731135066582E-4,0.0024226110363391655,9.63948332369385E-4,0.002280675079823628,0.001441218859378217,6.230529595015577E-4
"_",0.0,0.0,0.0,0.0,0.0,0.02262296062609884,0.005649023657249287,0.009305587553377006,0.0,0.0,0.0
"できる",0.0021966653040362484,0.002482570844674521,1.61134209455919E-4,0.0,4.497357786469299E-4,0.0013785813278245145,0.00263340575852131,0.002305210169054545,4.95823951797003E-4,8.952121696435081E-4,0.0027090626217810086
"れる",0.0010138455249398069,0.0014186119112425835,3.22268418911838E-4,0.002062640184041043,8.994715572938598E-4,0.002067871991736772,0.0,8.382582432925619E-4,0.001983295807188012,0.0020142273816978933,0.002257552184817507
"内",0.0014703206053709992,0.0011572478533056652,0.0,0.0016826208113765958,0.0,0.0033737774290252356,0.002227792973770574,0.002051454407392634,0.001617894786550949,0.0029211156437157623,9.821985933906165E-4
"方式",0.0018015138585521571,4.2012465659111933E-4,0.0,0.0,3.551736512072213E-4,0.0,6.932339555595051E-4,4.965035945447391E-4,0.006460925709428123,5.302376250573526E-4,0.0042789020060703
"同じ",4.66345406497746E-4,9.787928221859706E-4,7.411799584939224E-4,0.0056925996204933585,5.516480485450283E-4,3.170577045022194E-4,0.0016150740242261105,7.71158665895508E-4,0.001976585069180477,2.0588840848260242E-4,4.153686396677051E-4
"発生",4.36954798106067E-4,4.5855305321636686E-4,0.0012500430845907185,0.0,1.9383052104649903E-4,0.0,0.0,0.0,0.006838206394931012,0.005787379485724374,0.0011675722601106246
"一つ",0.001088139281828074,0.0026101141924959217,0.0013341239252890602,0.0026091081593927895,0.0015170321334988279,3.170577045022194E-4,0.0010767160161507402,0.001156737998843262,1.520450053215752E-4,0.0010294420424130121,4.153686396677051E-4
"以下",4.66345406497746E-4,3.262642740619902E-4,0.002223539875481767,0.0023719165085388993,0.0013791201213625708,3.170577045022194E-4,5.383580080753701E-4,9.63948332369385E-4,9.122700319294511E-4,0.0010294420424130121,0.0014537902388369677
"名",3.675801513427498E-4,0.0038574928443522176,0.003505252169564052,0.0014021840094804964,0.0017936197937847885,0.0022491849526834902,0.002227792973770574,4.558787571983631E-4,0.0,0.0,4.910992966953082E-4
"格納",5.513702270141246E-4,0.0011572478533056652,1.752626084782026E-4,2.8043680189609934E-4,0.0,0.0,6.36512278220164E-4,0.006838181357975446,1.7976608739454992E-4,0.0038948208582876825,0.001964397186781233
"外部",8.00672826023181E-4,0.0029408725961378355,7.635233160105429E-4,0.008246540786574497,5.327604768108319E-4,0.0,0.005545871644476041,2.4825179727236955E-4,0.0,0.0,5.348627507587875E-4
